status,city,state,country,classification,openfda,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,report_date,code_info,termination_date,more_code_info
Terminated,West Columbia,SC,United States,Class II,{},Drugs,90211,Nephron Sterile Compounding Center LLC,4500 12th Street Ext,N/A,29172-3025,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0951-2022,"Calcium Gluconate Injection, USP 10%, 0.465 mEq Ca++/mL, 1 g/10 mL (100 mg/mL), 10 mL Pre-Filled Syringe, 5 x 10 Pre-filled Syringes, 6 x 5 Syringe Carton, Rx Only, Nephron 503B outsourcing facility, 4500 12th St. Extension, West Columbia, SC 29172, NDC: 69374-950-10",30180 syringes,Lack of Assurance of Sterility,20220518,20220527,20220608,"Lots: CG1003A, Exp. 12/3/2022; CG2001A, Exp. 2/10/2023",20240823,
Terminated,Brampton,,Canada,Class III,{},Drugs,84678,Sigan Industries Inc.,296 Orenda Rd,,N/A,Voluntary: Firm initiated,Letter,IL,D-0782-2020,"Eczema Skin Relief Lotion, 2% Colloidal Oatmeal Skin Protectant Lotion, NET WT 14 OZ (396 g), NDC 65365-266-01, Distributed by: CVS Pharmacy, Inc., One CVS Drive, Woonsocket, RI 02895.","11,004 bottles",Microbial contamination of non-sterile product.,20200107,20200116,20200122,"Lot#: 2508-08-337, 2538-08-337, Exp 8/2020",20220812,
Completed,Ridgeland,SC,United States,Class II,{},Drugs,90798,Carolina Infusion,95 Bees Creek Rd,,29936-7540,Voluntary: Firm initiated,E-Mail,Nationwide in the USA.,D-1524-2022,"TEST CYP/DHEA (Sesame) 200 MG/2.5 MG/ML Injectable, 10 ML vial, Carolina Infusion LLC,  95 Bees Creek Road, Ridgeland, SC 29936.",348 vials,Lack of Assurance of Sterility,20220826,20220915,20220921,"Lots: 06012022@1, 06012022@2 BUD: 08/30/2022; 06032022@1, 06032022@2, 06032022@13 BUD: 09/01/2022; 06062022@7, BUD: 09/04/2022; 06072022@3, 06072022@4 BUD: 09/05/2022; 06082022@1, 06082022@2, 06082022@4 BUD: 09/06/2022; 06102022@8, BUD: 09/08/2022; 09/11/2022; 06132022@1, 06132022@7, 06132022@14, 06132022@15, BUD: 09/11/2022; 06142022@7, 06142022@8, 06142022@15, BUD: 09/12/2022; 06152022@2, BUD: 09/13/2022; 06172022@4, BUD: 09/15/2022; 06202022@9, 06202022@10, 06202022@23, BUD: 09/18/2022; 06212022@2, BUD: 09/19/2022; 06222022@2, 06222022@3, BUD: 09/20/2022; 06242022@4, 06242022@5, BUD: 09/22/2022; 06272022@3, BUD: 09/25/2022; 06292022@5, 06292022@6, BUD: 09/27/2022; 07012022@11, 07012022@12, BUD: 09/29/2022; 07052022@3, 07052022@4, BUD: 10/03/2022; 07062022@4, 07062022@5, 07062022@10, BUD: 10/04/2022;07082022@4, 07082022@5, BUD: 10/06/2022; 07092022@12, 07092022@13, BUD: 10/07/2022; 07112022@16, 07112022@17, BUD: 10/09/2022; 07122022@14, 07122022@15, BUD: 10/10/2022; 07132022@5, BUD: 10/11/2022; 07152022@11, 07152022@12, BUD: 10/13/2022; 07182022@2, 07182022@3, BUD: 10/16/2022; 07192022@10, 07192022@11, 07192022@22, BUD: 10/17/2022; 07202022@9, 07202022@10, 07202022@11, BUD: 10/18/2022; 07222022@2, BUD: 10/20/2022; 07252022@18, 07252022@19, BUD: 10/23/2022; 07272022@12, BUD: 10/25/2022; 07282022@5, BUD: 10/26/2022; 07292022@4, 07292022@5, BUD: 10/27/2022; 08012022@6, 08012022@7, BUD: 10/30/2022; 08022022@1, BUD: 10/31/2022; 08032022@8, 08032022@12, 08032022@13, BUD: 11/01/2022; 08052022@5, 08052022@6, BUD: 11/03/2022; 08082022@9, 08082022@15, 08082022@16, BUD: 11/06/2022; 08092022@10, 08092022@11, BUD: 11/07/2022; 08122022@5, 08122022@6, BUD: 11/10/2022; 08152022@16, 08152022@17, 08152022@20, BUD: 11/13/2022; 08192022@24, 08192022@5, 08192022@6, 08192022@25, BUD: 11/17/2022; 08222022@9, 08222022@10, BUD: 11/20/2022; 08232022@15, 08232022@18, BUD: 11/21/2022",,
Terminated,Los Angeles,CA,United States,Class II,{},Drugs,84978,"Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceutical",1990 Westwood Blvd Ste 135,N/A,90025-4650,Voluntary: Firm initiated,Press Release,"U.S.A. Nationwide and Puerto Rico, Barbados and Dominican Republic",D-0981-2020,"Selenium Injection, SELENIUM  200MCG/ML INJECTABLE, For IV Use, 30 mL Multi-dose Vial, Rx only, Axia Pharmaceutical 1990 Westwood Blvd. Ste 135, Los Angeles, CA 90025; NDC 71283-0227-3",N/A,Lack of Assurance of Sterility,20200115,20200305,20200311,"Lot #: 11052019+53182, Exp 4/7/2020",20231207,
Terminated,Princeton,NJ,United States,Class II,"{'application_number': ['ANDA210465'], 'brand_name': ['LANSOPRAZOLE'], 'generic_name': ['LANSOPRAZOLE'], 'manufacturer_name': ['Dr.Reddys Laboratories Inc'], 'product_ndc': ['43598-560', '43598-561'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['LANSOPRAZOLE'], 'rxcui': ['351260', '351261'], 'spl_id': ['9d1837b8-8381-eef1-3cc8-a1738b66b5d6'], 'spl_set_id': ['656bc92a-1f95-047d-cd27-724073e63fe6'], 'package_ndc': ['43598-560-79', '43598-560-78', '43598-561-79', '43598-561-78', '4359856079'], 'is_original_packager': [True], 'nui': ['N0000175525', 'N0000000147', 'N0000009724'], 'pharm_class_epc': ['Proton Pump Inhibitor [EPC]'], 'pharm_class_moa': ['Proton Pump Inhibitors [MoA]'], 'pharm_class_pe': ['Inhibition Gastric Acid Secretion [PE]'], 'unii': ['0K5C5T2QPG']}",Drugs,90601,"Dr. Reddy's Laboratories, Inc.",107 College Rd E,,08540-6623,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-1287-2022,"Lansoprazole Delayed-Release Orally Disintegrating Tablets, 15 mg, 100-count blisters per carton, 10 Packs of 10 Tablets Each, Rx Only, Distributed by: Dr. Reddy's Laboratories, Inc., Princeton, NJ 08540, Made in India, blister barcode 4359856079, NDC 43598-560-78","2,892 cartons",FAILED DISSOLUTION SPECIFICATIONS,20220713,20220722,20220803,"Lot T2100514, Exp 01/2023",20231206,
Ongoing,Minneapolis,MN,United States,Class II,{},Drugs,94275,IntegraDose Compounding Services LLC,719 Kasota Ave Se,,55414-2842,Voluntary: Firm initiated,Letter,Nationwide within the U.S,D-0432-2024,"fentaNYL Citrate 2,500 mcg/50mL in Sterile Water, 50 mL CADD for Injection, IntegraDose Compounding Services, LLC, 719 Kasota Ave SE, Minneapolis, MN. NDC 71139-6030-1",187 cassettes,Lack of Assurance of Sterility: leaking bags,20240322,20240403,20240410,"Lot#: 20231020FEN-1, Exp: 04/17/2024",,
Terminated,Parsippany,NJ,United States,Class III,{},Drugs,90239,Teva Pharmaceuticals USA Inc,400 Interpace Pkwy Bldg A,,07054-1120,Voluntary: Firm initiated,Letter,Product was distributed nationwide in the US Market,D-0988-2022,"Alprostadil Injection USP 500 mcg/mL, 1 mL Single Dose Vial, 5 vials per Carton, Rx Only, Carton NDC 0703-1501-02, Distributed by: Teva Pharmaceuticals USA, Inc., Parsippany, NJ 07054,  Vial NDC 0703-1501-01",3109 cartons,Failed Impurities/Degradation Specifications; out-of-specification results for impurities obtained during routine stability testing,20220518,20220607,20220615,"Lot #:100022404, Exp Date 10/2022; Lot #:100023333, Exp Dat 12/2022",20231208,
Terminated,Parsippany,NJ,United States,Class I,{},Drugs,86066,Ferring Pharmaceuticals Inc,100 Interpace Pkwy,N/A,07054-1149,Voluntary: Firm initiated,Letter,Nationwide within the United States.,D-1506-2020,"STIMATE (desmopressin acetate) Nasal Spray1.5 mg/mL, 2.5 mL glass vial with spray cap, Rx only, Manufactured for: CSL Behring LLC, King of Prussia, PA 19406-0901; By: Ferring GmbH, Kiel, Germany, NDC 0053-6871-00","29,371 nasal sprays",Superpotent Drug,20200721,20200817,20200826,"Lot #    N14134C, exp. date 07 2020  N15378G, exp. date  09 2020  N17445N, exp. date 02 2020  P11326AA, exp. date 02 2021  P11326C, exp. date 02 2021  P13209L, exp. date 04 2021  P13212H, exp. date 06 2021  P13755A, exp. date 06 2021  P13756P, exp. date 08 2021  R11845A, exp. date 04 2022  R13271A, exp. date 04 2022  R13648A, exp. date 06 2022  R14101A, exp. date 07 2022  R14667A, exp. date 08 2022  R15953C, exp. date 09 2022",20231013,
Completed,Orlando,FL,United States,Class II,{},Drugs,90204,Olympia Compounding Pharmacy dba Olympia Pharmacy,6700 Conroy Rd Ste 155,,32835-3515,Voluntary: Firm initiated,Letter,"Distributed Nationwide in th USA, Puerto Rico and US Virgin Islands",D-0905-2022,"Sodium Selenite 200 mg/mL, Multi-Dose 30 mL vial, Rx Only,  Olympia Pharmaceuticals, 6700 Conroy Rd., Ste. 155 Orlando, FL 32835, NDC 73198-0074-30",2333 vials,Lack of assurance of sterility.,20220509,20220525,20220601,Lots: L24014 BUD: 6/14/2022; B24024-22 BUD: 8/24/2022,,
Terminated,Buena,NJ,United States,Class III,{},Drugs,88145,"Teligent Pharma, Inc.",105 Lincoln Avenue,N/A,08310,Voluntary: Firm initiated,Letter,Nationwide,D-0690-2021,"Erythromycin Topical Gel, 2%, Net Wt. (a) 30 g,(NDC 52565-033-30) (b) 60 g,(NDC 52565-033-60) Rx Only, Manufactured by: Teligent Pharma, Inc. , Buena, NJ 08310,","22,824 tubes",Failed Impurities/Degradation Specifications,20210622,20210719,20210728,"1) NDC 52565-033-30    Lot 14010, Exp July 2021;     2) NDC 52565-033-60    Lot 13865, Exp June 2021; Lot 14011, Exp July 2021.",20240703,
Ongoing,Gurnee,IL,United States,Class II,{},Drugs,91788,"Akorn, Inc.",5605 Centerpoint Ct Ste A,N/A,60031-5278,Voluntary: Firm initiated,Letter,Nationwide in the USA and Puerto Rico,D-0844-2023,"Sodium Chloride Ophthalmic Ointment, USP, 5%, 3.5g tubes, Manufactured by: Akorn Inc., Lake Forest, IL 60045. ALL NDCs",N/A,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,20230426,20230601,20230607,All Lots,,
Ongoing,Texarkana,TX,United States,Class II,"{'application_number': ['M007'], 'brand_name': ['MAGNESIUM CITRATE'], 'generic_name': ['FRESKARO MAGNESIUM CITRATE ORAL SOLUTION - GRAPE'], 'manufacturer_name': ['Pharma Nobis, LLC'], 'product_ndc': ['82645-311'], 'product_type': ['HUMAN OTC DRUG'], 'route': ['ORAL'], 'substance_name': ['MAGNESIUM CITRATE'], 'rxcui': ['1052760'], 'spl_id': ['0d1c5d55-b64c-8097-e063-6394a90a25ca'], 'spl_set_id': ['f0488c86-6c74-3987-e053-2a95a90a31b4'], 'package_ndc': ['82645-311-10'], 'is_original_packager': [True], 'upc': ['0382645311100'], 'unii': ['RHO26O1T9V']}",Drugs,93682,Pharma Nobis LLC,7400 Alumax Rd,N/A,75501-0282,Voluntary: Firm initiated,E-Mail,Nationwide.,D-0230-2024,"Freskaro refresh & revitalize Magnesium Citrate Saline Laxative Oral Solution Grape Flavor 10 fl. oz, Manufactured by: Pharma Lobis, 7400 Alumax Dr., Texarkana, TX 75501, NDC 82645-311-10.","53,268 Bottles",MICROBIAL CONTAMINATION OF NON-STERILE PRODUCTS - Presence of Acetobacter nitrogenifigens bacteria.,20231221,20240112,20240124,Lot A80553; Exp. 11/2025,,
Terminated,Allegan,MI,United States,Class II,"{'application_number': ['ANDA076447'], 'brand_name': ['ALLERGY RELIEF'], 'generic_name': ['FEXOFENADINE HCL'], 'manufacturer_name': ['CVS Pharmacy'], 'product_ndc': ['59779-425'], 'product_type': ['HUMAN OTC DRUG'], 'route': ['ORAL'], 'substance_name': ['FEXOFENADINE HYDROCHLORIDE'], 'rxcui': ['997501'], 'spl_id': ['0403988a-008c-4315-a5b0-471ffa8f9350'], 'spl_set_id': ['09cd4e81-28df-40e8-b22d-a2be2b07fc23'], 'package_ndc': ['59779-425-53', '59779-425-62'], 'is_original_packager': [True], 'unii': ['2S068B75ZU'], 'upc': ['050428254141', '050428534359']}",Drugs,88384,Perrigo Company PLC,515 Eastern Ave,N/A,49010-9070,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0335-2022,"CVS Allergy Relief, Fexofenadine Hydrochloride Tablets, 60 mg Antihistamine,  12HR, packaged as a) 12 count bottle, NDC 59779-425-53, UPC 0 50428 25414 1; b)24 count bottle, NDC 59779-425-62, UPC 0 50428 53435 9; Distributed by: CVS Pharmacy, Inc. One CVS Drive, Woonsocket, RI 02895, Made in Czech Republic","138,144 containers",Failed Impurities/Degradation Specifications; Out of specification result obtained for impurity A during stability testing.,20210727,20220105,20220112,"Lot # a) 0ME2516, Exp 4/30/2022 b)0ME2515, Exp 4/30/2022; 0KE2982, Exp 1/31/2022",20221108,
Ongoing,Nicholasville,KY,United States,Class II,{},Drugs,89909,TMC Acquisition LLC dba Tailor Made Compounding,200 Moore Dr,,40356-8512,Voluntary: Firm initiated,Letter,Nationwide USA and Puerto Rico,D-1222-2022,"Procaine HCL 2% (20mg/mL), 30 ml-vial, Refrigerate, Tailor Made Compounding",58 vials,Lack of Assurance of Sterility,20220307,20220714,20220720,"Batch#: 10112102A2, Exp 4/9/2022; 11302101A1, Exp 5/29/2022; 01242201A1, Exp 5/31/2022.",,
Ongoing,San Diego,CA,United States,Class II,{},Drugs,92752,Central Admixture Pharmacy Services Inc,7935 Dunbrook Rd Ste C,N/A,92126-6322,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-1063-2023,"fentaNYL in 0.9% sodium chloride, 5000 mcg/250 mL, (20 mcg/mL), 250 mL Bag, Rx only, Central Admixture Pharmacy Services, Inc., 7935 Dunbrook Road, Suite C, San Diego, CA 92126, NDC 71286-2074-1","1,044 bags",Lack of assurance of sterility: Lack of validation data for sanitization cycles,20230717,20230803,20230809,"Lot: 17-271115, Exp. 7/25/2023; 17-271398, Exp. 7/30/2023; 17-272278, Exp. 8/14/2023; 17-272449, Exp. 8/16/2023; 17-272521, Exp. 8/17/2023; 17-272900, Exp. 8/23/2023; 17-273146, Exp. 8/29/2023; 17-273236, Exp. 8/30/2023; 17-273404, Exp. 9/3/2023; 17-273678, Exp. 9/6/2023; 17-273954, Exp. 9/11/2023; 17-274213, Exp. 9/14/2023.",,
Terminated,Monterey Park,CA,United States,Class II,{},Drugs,85341,Herbal Doctor Remedies,497 Cumbre St,N/A,91754-2114,Voluntary: Firm initiated,Other,"Products are sold online within the United States and  internationally to the following countries: Australia, Canada, Israel, Italy, Japan, Norway, and United Kingdom",D-1150-2020,"Phlegm Off, 500mg Capsules, 90-count bottles, Distributed by Herbal Doctor Remedies Alhambra, CA 91801-7081 USA, 1(800) 600-0808",N/A,CGMP Deviations: These products have been found to be misbranded as unapproved new drugs,20200324,20200407,20200415,All lots within expiry,20240125,
Ongoing,Chesapeake,VA,United States,Class II,{},Drugs,90566,"Family Dollar Stores, Llc.",500 Volvo Pkwy,,23320-1604,Voluntary: Firm initiated,Other,Nationwide within the United States,D-1429-2022,MIRALAX 8.3 OZ distributed to specific Family Dollar Stores 04/30/2022 through 06/10/2022.,Unknown,CGMP Deviations: product held outside appropriate storage temperature conditions.,20220623,20220822,20220831,SKU: 902219,,
Terminated,Richmond,VA,United States,Class II,"{'application_number': ['NDA018449'], 'brand_name': ['INTRALIPID'], 'generic_name': ['I.V. FAT EMULSION'], 'manufacturer_name': ['Baxter Healthcare Corporation'], 'product_ndc': ['0338-0519'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAVENOUS'], 'substance_name': ['SOYBEAN OIL'], 'rxcui': ['200317', '805127', '1799694', '1799696', '1799704', '1799706', '1799724', '1799725'], 'spl_id': ['a34dffef-567f-47fe-9f33-3370819874c8'], 'spl_set_id': ['a69c82da-15ba-4d4d-8d7f-871dc3981eb8'], 'package_ndc': ['0338-0519-58', '0338-0519-09', '0338-0519-13'], 'is_original_packager': [True], 'nui': ['N0000191261', 'M0012553'], 'pharm_class_epc': ['Lipid Emulsion [EPC]'], 'pharm_class_cs': ['Lipids [CS]'], 'unii': ['241ATL177A']}",Drugs,89646,Mckesson Medical-Surgical Inc. Corporate Office,9954 Maryland Drive,Deep Run Iii Ste. 4000,23233,Voluntary: Firm initiated,Letter,USA nationwide.,D-1119-2022,"Intralipid (I.V. Fat emulsion), 20%, 250 mL bag, Rx only, MFG: Baxter Healthcare, NDC 0338-0519-09",5 cases,cGMP deviations: Temperature abuse,20220413,20220609,20220615,McKesson Medical-Surgical (MMS) is not able to identify the particular lot number received by a particular consignee for the recalled prescription products. Each letter includes the date it was distributed to customers and the dates that impacted product may have been shipped to the customer.,20231130,
Terminated,Canonsburg,PA,United States,Class II,{},Drugs,90886,Viatris Inc,1000 Mylan Blvd,N/A,15317-5853,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-1542-2022,"Ampicillin for Injection, USP, 2 grams/vial NDC 67457-352-02, packaged in 10 x 2 g vials per carton NDC 67457-352-10, Rx only, Mylan Manufactured in India for: Mylan Institutional LLC Rockford, IL 61103 U.S.A","3,931 cartons",Presence of Particulate Matter: A complaint was received for the presence of a single strand of hair in one vial.,20220921,20220923,20221005,"Lot 7105130, exp 9/2023",20231031,
Terminated,San Antonio,TX,United States,Class II,{},Drugs,88862,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy",2950 Thousand Oaks Dr Ste 25,N/A,78247-3347,Voluntary: Firm initiated,Telephone,"United States including Washington, D.C. and Puerto Rico",D-0119-2022,"IC B COMPLEX INJ  INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",1 vial,Lack of assurance of sterility,20211012,20211108,20211117,Lot: 09152021:12 BUD: 12/14/2021,20231004,
Terminated,Englewood,CO,United States,Class III,{},Drugs,93178,"Denver Solutions, LLC DBA Leiters Health",13796 Compark Blvd,N/A,80112-7145,Voluntary: Firm initiated,Letter,USA Nationwide,D-0072-2024,"VANCOmycin HCI PF, 1.5 g added to 0.9% Sodium Chloride 250 mL IV Bag, Rx only, Leiters Compounding Health, 13796 Compark Blvd, Englewood, CO 80112, NDC 71449-029-68.","25,908 IV bags",Labeling: Not Elsewhere Classified,20231004,20231026,20231101,"Lot#: 2330792, Exp. 12/17/23; 2330801, Exp. 12/26/23; 2330821, 10/15/23; 2330823, Exp. 10/21/23; 2330825, Exp. 10/27/23; 2330846, Exp. 10/28/23; 2330847, Exp. 11/03/23; 2330856, 11/17/23; 2330858, Exp. 12/03/23; 2330860, 12/15/23; 2330866, Exp. 12/29/23; 2331053, Exp. 01/13/24.",20240815,
Terminated,New Paltz,NY,United States,Class II,{},Drugs,89464,Ultra Seal Corporation,521 Main St,N/A,12561-1609,Voluntary: Firm initiated,Letter,Nationwide within the United States,D-0497-2022,"Pain & Sinus Reliever Pain Reliever/Nasal Decongestant (acetaminophen 500mg, Phenylephrine HCl 5mg) 2 tablet packets, Mfg for Advanced First Aid, Baltimore, MD 21237, NDC 67060-194-68","887,000 packets",cGMP deviations,20220124,20220131,20220209,"Lot #: AK9527, Exp. Date 03/2022",20231016,
Terminated,Hawthorne,NY,United States,Class I,"{'application_number': ['ANDA078525'], 'brand_name': ['LAMOTRIGINE'], 'generic_name': ['LAMOTRIGINE'], 'manufacturer_name': ['Taro Pharmaceuticals U.S.A., Inc.'], 'product_ndc': ['51672-4130', '51672-4131', '51672-4132', '51672-4133'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['LAMOTRIGINE'], 'rxcui': ['198427', '198428', '198429', '282401'], 'spl_id': ['d589a030-fb7b-4957-b543-8dafba6104ba'], 'spl_set_id': ['b829f9b2-f0ac-408a-a6f4-18b72150227d'], 'package_ndc': ['51672-4130-6', '51672-4130-4', '51672-4130-1', '51672-4130-3', '51672-4130-0', '51672-4131-6', '51672-4131-4', '51672-4131-1', '51672-4131-3', '51672-4131-0', '51672-4132-6', '51672-4132-4', '51672-4132-1', '51672-4132-2', '51672-4132-3', '51672-4132-0', '51672-4133-6', '51672-4133-4', '51672-4133-1', '51672-4133-2', '51672-4133-3', '51672-4133-0'], 'is_original_packager': [True], 'upc': ['0351672413248', '0351672413347', '0351672413118', '0351672413019'], 'nui': ['N0000175753', 'N0000008486', 'N0000175751', 'N0000187061', 'N0000000191'], 'pharm_class_epc': ['Anti-epileptic Agent [EPC]', 'Mood Stabilizer [EPC]'], 'pharm_class_pe': ['Decreased Central Nervous System Disorganized Electrical Activity [PE]'], 'pharm_class_moa': ['Organic Cation Transporter 2 Inhibitors [MoA]', 'Dihydrofolate Reductase Inhibitors [MoA]'], 'unii': ['U3H27498KS']}",Drugs,84645,"Taro Pharmaceuticals U.S.A., Inc.",3 Skyline Dr,,10532-2174,Voluntary: Firm initiated,Letter,Nationwide in the U.S. and Puerto Rico.,D-0833-2020,"Lamotrigine Tablets, USP, 100 mg, Rx Only, 100-count bottle,  Mfd. by: Taro Pharmaceutical Industries Ltd. Haifa Bay, Israel 2624761 Dist. by: Taro Pharmaceuticals U.S.A., Inc. Hawthorne, NY 10532, NDC 51672-4131-1.",,Cross Contamination; Lamotrigine Tablets 100 mg USP was contaminated with enalapril maleate.,20191220,20200207,20200219,"Lot #: 331771, Exp. June 2021",20240223,
Ongoing,San Diego,CA,United States,Class II,{},Drugs,92752,Central Admixture Pharmacy Services Inc,7935 Dunbrook Rd Ste C,N/A,92126-6322,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-1075-2023,"midazolam in dextrose 5%, 50 mg /50 mL, (1 mg/mL), 50 mL Syringe, Rx only, Central Admixture Pharmacy Services, Inc., 7935 Dunbrook Road, Suite C, San Diego, CA 92126, NDC 71286-4036-1",621 syringes,Lack of assurance of sterility: Lack of validation data for sanitization cycles,20230717,20230803,20230809,"Lot: 17-270666, Exp. 7/18/2023; 17-270879, Exp. 7/20/2023; 17-271669, Exp. 8/2/2023; 17-272287, Exp. 8/14/2023; 17-272366, Exp. 8/15/2023; 17-272991, Exp. 8/24/2023; 17-273512, Exp. 9/4/2023.",,
